title,time_published,relevance_score,sentiment_score,sentiment_label,topics
ZETA INVESTIGATION: Zeta Global Holdings Corp. Investigated for Securities Fraud after Stock Plummeted 37% - Contact BFA Law if You Suffered Losses  ( NYSE:ZETA )  - Zeta Global Holdings  ( NYSE:ZETA ) ,2024-11-20 12:07:00,0.085936,0.163651,Somewhat-Bullish,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
ELAN CLASS ACTION: Elanco Animal Health Sued for Securities Fraud after Stock Plummeted 21% - Contact BFA Law if You Suffered Losses  ( NYSE:ELAN )  - Elanco Animal Health  ( NYSE:ELAN ) ,2024-11-20 12:07:00,0.074692,0.160267,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
EW CLASS ACTION: Edwards Lifesciences Sued for Securities Fraud after Stock Plummeted 31% - Contact BFA Law if You Suffered Losses  ( NYSE:EW )  - Edwards Lifesciences  ( NYSE:EW ) ,2024-11-20 12:07:00,0.068896,0.159092,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"CMG CLASS ACTION: Chipotle Mexican Grill, Inc. Sued for Securities Fraud after Stock Plummeted 7.5% - Contact BFA Law if You Suffered Losses  ( NYSE:CMG )  - Chipotle Mexican Grill  ( NYSE:CMG ) ",2024-11-20 12:05:00,0.072876,0.159856,Somewhat-Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
EVLV CLASS ACTION: BFA Law Sued Evolv Technologies for Securities Fraud after Stock Plummeted 40% - Contact the Firm if You Suffered Losses  ( Nasdaq:EVLV )  - Evolv Technologies  ( NASDAQ:EVLV ) ,2024-11-20 12:05:00,0.067347,0.158848,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.77141'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]"
"Uber Launches 'XXL' Rides With Extra Trunk Space To Tackle Thanksgiving Travel Surge At Over 60 Airports - Tesla  ( NASDAQ:TSLA ) , Uber Technologies  ( NYSE:UBER ) ",2024-11-20 12:02:18,0.183895,0.174948,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
TD CLASS ACTION: TD Bank Sued for Securities Fraud after Money Laundering Guilty Plea - Contact BFA Law if You Suffered Losses  ( NYSE:TD )  - Toronto-Dominion Bank  ( NYSE:TD ) ,2024-11-20 12:02:00,0.082963,0.162622,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
ASML CLASS ACTION: ASML Holding N.V. Sued for Securities Fraud after Stock Plummeted 16% - Contact BFA Law if You Suffered Losses  ( NASDAQ:ASML )  - ASML Holding  ( NASDAQ:ASML ) ,2024-11-20 12:02:00,0.071784,0.159627,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
Where Will Lucid Stock Be in 1 Year?,2024-11-20 11:45:00,0.06211,-0.099303,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]"
"PACS CLASS ACTION: PACS Group, Inc. Sued for Securities Fraud after Stock Plummeted 27% - Contact BFA Law if You Suffered Losses  ( NYSE:PACS )  - PACS Group  ( NYSE:PACS ) ",2024-11-20 11:09:00,0.063763,0.158398,Somewhat-Bullish,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]"
"Billionaire Izzy Englander Just Sold Apple, Amazon, and Nvidia but Bought 4 Other ""Magnificent Seven"" Stocks",2024-11-20 08:52:00,0.351392,0.268096,Somewhat-Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
"Elon Musk Predicts Tesla Cybertrucks, Optimus Robots Will Be Aboard SpaceX Starships To Mars In 2 Years - Tesla  ( NASDAQ:TSLA ) ",2024-11-20 08:42:32,0.360752,0.256186,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Tesla Electric Offers Unlimited Overnight Charging For Just $5 A Month As EV Giant Races Toward 500K Sales Target - Tesla  ( NASDAQ:TSLA ) ,2024-11-20 07:34:31,0.778376,0.58018,Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Nasdaq Gains 1% Ahead Of Nvidia Earnings: Investor Sentiment Improves, Fear & Greed Index Remains In 'Neutral' Zone - NVIDIA  ( NASDAQ:NVDA ) ",2024-11-20 07:04:52,0.18046,0.391813,Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.769861'}]"
"Cathie Wood Sounds Alarm On US Auto Loans As 90-Day Delinquency Rates Surpass 2009 Levels - Ford Motor  ( NYSE:F ) , ARK Innovation ETF  ( ARCA:ARKK ) ",2024-11-20 06:03:08,0.18046,-0.128688,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.999365'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]"
Palantir becomes a 'Trump trade' as investors bet on higher defence spending,2024-11-20 05:00:05,0.066047,0.090515,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999941'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.875462'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
BlackRock and Amundi zero in on concentrated 'mega-cap' ETFs,2024-11-20 05:00:05,0.060236,0.280217,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.998645'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]"
"NVDA, MSTR, ACHR, JOBY, TSLA: Top 5 Trending Stocks Today - Archer Aviation  ( NYSE:ACHR ) ",2024-11-20 03:13:34,0.229149,0.139154,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
"Trump tariffs to push down U.S. growth 'a great deal' going into 2026, Morgan Stanley warns",2024-11-20 03:13:00,0.102013,0.041538,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.838487'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Waymo Maybe Too Small For Alphabet Investors To Care About Today, But The Self-Driving Spinoff's Could Be Valued At $850B By 20230, Says Gene Munster - Alphabet  ( NASDAQ:GOOGL ) , Tesla  ( NASDAQ:TSLA ) ",2024-11-20 02:56:17,0.181137,0.193986,Somewhat-Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Trump cannot ignore TikTok ban, US senator says",2024-11-20 02:14:35,0.373751,-0.119079,Neutral,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"As Tesla Rides Trump Rally, Cathie Wood Sells $15.4M Worth Of Stock - Tesla  ( NASDAQ:TSLA ) , ARK Innovation ETF  ( ARCA:ARKK ) ",2024-11-20 01:49:39,0.656549,0.569112,Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.962106'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}]"
"Big Expectations for NVIDIA Earnings, SpaceX Booster Makes a Splash",2024-11-19 23:32:00,0.272788,0.077622,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.795202'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"What Trump's DOT Pick Could Mean For EVs, Airlines, Railroad Stocks - Tesla  ( NASDAQ:TSLA ) ",2024-11-19 22:18:43,0.220308,0.289205,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.495866'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}]"
"Not World War III But New Russian Nuclear Doctrine Brings Selling In Stocks, Walmart Breaks Out - Apple  ( NASDAQ:AAPL ) ",2024-11-19 21:09:10,0.109956,-0.152519,Somewhat-Bearish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.993856'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]"
Dogecoin Shorts Rekt as Meme Coin Price Pumps Again,2024-11-19 21:06:20,0.119235,0.196104,Somewhat-Bullish,"[{'topic': 'Blockchain', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Buy Nvidia's Stock for Another Leg Higher as Q3 Earnings Approach?,2024-11-19 21:04:00,0.160099,0.252542,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.999763'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
Trump to attend SpaceX Starship launch in Texas with CEO Elon Musk,2024-11-19 17:43:33,0.093653,0.0,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"S&P 500 To Reach 6,500 By End Of 2025, Analysts Predict: Could It Spark M&A Revival? - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",2024-11-19 17:37:25,0.087503,0.188254,Somewhat-Bullish,"[{'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.986714'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.838487'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}]"
Ford Faces Regulatory Scrutiny Related to Previous Recalls,2024-11-19 16:17:00,0.171485,-0.094548,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.77141'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Tesla Under Trump 2.0 Era: Positioned for Explosive EV & AV Growth?,2024-11-19 14:23:00,0.642729,0.656851,Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Brandywine Realty Trust Completes Sale of One and Two Barton Skyway in Austin, TX Yielding Net Proceeds in Excess of $100 Million",2024-11-19 13:31:00,0.097457,0.277332,Somewhat-Bullish,"[{'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Tesla Stock Pops 5% on AV Deregulation Buzz: ETFs in Focus,2024-11-19 13:00:00,0.720339,0.254865,Somewhat-Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.714479'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Tesla China's Weekly Insurance Registrations Points Towards Strong Q4 In Key Market - Tesla  ( NASDAQ:TSLA ) ,2024-11-19 12:20:07,0.905733,0.200004,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Baidu cuts self-driving vehicle costs to US$34,525 as mass production ramps up",2024-11-19 12:00:09,0.259267,0.146157,Neutral,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"BYD Makes A Million NEVs In Less Than 2 Months After Beating Tesla For The First Time Since 2022 In Quartery Revenue - BYD  ( OTC:BYDDF ) , BYD  ( OTC:BYDDY ) ",2024-11-19 11:48:15,0.167322,0.042247,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.997874'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Why US Futures Are Down Tuesday - Bakkt Hldgs  ( NYSE:BKKT ) , Trump Media & Technology  ( NASDAQ:DJT ) ",2024-11-19 11:35:59,0.089797,0.306771,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.999499'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]"
"Asia Up, Europe Markets Slip; Oil Prices Pressured While Gold Strengthens - Global Markets Today While US Slept - SmartETFs Asia Pacific Dividend Builder ETF  ( ARCA:ADIV ) ",2024-11-19 11:23:17,0.09439,0.290001,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Economy - Macro', 'relevance_score': '0.158519'}]"
"XPeng Q3 Earnings: Revenue Beat, 16% Deliveries Growth, CEO Eyes AI Leadership And More - XPeng  ( NYSE:XPEV ) ",2024-11-19 11:15:52,0.167322,0.101896,Neutral,"[{'topic': 'Earnings', 'relevance_score': '0.614606'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Nvidia Stock Investors Got Great News From Elon Musk,2024-11-19 11:00:00,0.827318,-0.548837,Bearish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Stock Market News for Nov 19, 2024",2024-11-19 10:38:00,0.198493,0.223852,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.838487'}, {'topic': 'Financial Markets', 'relevance_score': '0.928769'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]"
"Jim Cramer Thinks Trump's Plans For Robotaxis Are 'Fanciful,' But He Is Still Bullish On Tesla Stock: 'The Musk Premium Will Work Its Magic In Other Ways' - Tesla  ( NASDAQ:TSLA ) ",2024-11-19 10:08:59,0.780089,0.29474,Somewhat-Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"The Zacks Analyst Blog Highlights NVIDIA, Intel, Taiwan Semiconductor, Apple, Microsoft, and Amazon",2024-11-19 10:00:00,0.042953,-0.038284,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999997'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.682689'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
"The Zacks Analyst Blog Highlights Nvidia, Tesla, Meta and Berkshire Hathaway",2024-11-19 10:00:00,0.141448,0.021949,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Financial Markets', 'relevance_score': '0.818451'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
Billionaire Israel Englander Dumped 90% of Millennium's Stake in Palantir in Favor of This Hypergrowth Electric-Vehicle  ( EV )  Stock,2024-11-19 09:51:00,0.115232,0.109194,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.997405'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
The Smartest Megacap Growth ETF to Buy With $500 Right Now,2024-11-19 09:45:00,0.057215,0.099951,Neutral,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
Tesla Is Back In The Future Fund Active ETF's Top 5 Holdings - Tesla  ( NASDAQ:TSLA ) ,2024-11-19 09:23:43,0.892426,-0.113443,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.999186'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"
"Nasdaq Gains Over 100 Points As Tesla Surges: Investor Sentiment Declines, Fear & Greed Index Remains In 'Neutral' Zone - Tesla  ( NASDAQ:TSLA ) ",2024-11-19 08:31:38,0.207571,0.192242,Somewhat-Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Finance', 'relevance_score': '0.25'}]"
Kim Kardashian Praises Tesla Design Chief For Cybercab Design: 'One Of The Best Car Designers Ever' - Tesla  ( NASDAQ:TSLA ) ,2024-11-19 08:30:48,0.483888,-0.061994,Neutral,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Economics Professor Doubts Impact Of Dogecoin-Inspired, Elon Musk-Led Department On Federal Deficit, Cites This As Major Concern",2024-11-19 05:01:34,0.115232,0.10356,Neutral,"[{'topic': 'Blockchain', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Sam Altman Co-Chairs San Francisco Mayor's Transition Team As Daniel Lurie Prepares To Tackles Key City Challenges - Microsoft  ( NASDAQ:MSFT ) ,2024-11-19 04:53:27,0.08687,0.147495,Neutral,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
"Bitcoin, Ethereum, Dogecoin Rise Amid Tesla-Fueled Tech Stocks Rally: Popular Analyst Says BTC Could Reach $138K Before 'Major Pullback' - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",2024-11-19 03:17:31,0.154951,0.243684,Somewhat-Bullish,"[{'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Blockchain', 'relevance_score': '0.682689'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Trump Picks Sean Duffy As Next Transportation Secretary, Says He Will Usher In 'The Golden Age of Travel' - Tesla  ( NASDAQ:TSLA ) ",2024-11-19 02:54:49,0.38588,0.055341,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"SMCI, BKKT, MARA, MSTR, TSLA: Top 5 Trending Stocks Today - Bakkt Hldgs  ( NYSE:BKKT ) ",2024-11-19 02:18:23,0.103778,0.252894,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.839681'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Blockchain', 'relevance_score': '0.310843'}]"
"Cathie Wood's Ark Sells $10M Of Tesla Stock As Trump's AV Plans Boost Stock - Tesla  ( NASDAQ:TSLA ) , ARK Innovation ETF  ( ARCA:ARKK ) ",2024-11-19 01:56:35,0.688096,0.582525,Bullish,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}]"
"These Artificial Intelligence  ( AI )  Stocks Have Soared Since Trump Won the Election, but Should You Buy?",2024-11-19 01:00:00,0.450607,0.207225,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.623304'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.682689'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]"
"Trump's Pro-Crypto Picks, Here's Who's Holding Bitcoin",2024-11-19 00:10:53,0.046907,0.198513,Somewhat-Bullish,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Blockchain', 'relevance_score': '0.576289'}]"
"My Take | Tesla is getting love from Chinese state media, but can the affair last?",2024-11-18 23:00:08,0.653656,0.158,Somewhat-Bullish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Tuesday's big stock stories: What's likely to move the market in the next trading session,2024-11-18 22:23:40,0.116914,0.105279,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}]"
Why Electric Vehicle Stocks Were on Fire on Monday,2024-11-18 22:04:43,0.307924,0.413783,Bullish,"[{'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"
Short Squeezes With Big Promises - GameStop  ( NYSE:GME ) ,2024-11-18 22:02:00,0.233556,0.200323,Somewhat-Bullish,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.997902'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.333333'}]"
ETF Industry Trends and the Post-Election Outlook,2024-11-18 21:36:00,0.242084,0.12048,Neutral,"[{'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
This Is Why NVIDIA Joined the Dow; And Why It's Time to Buy,2024-11-18 20:05:00,0.047465,-0.038658,Neutral,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999967'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.682689'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"
Why Uber Stock Is Falling - Uber Technologies  ( NYSE:UBER ) ,2024-11-18 19:14:53,0.398148,0.198572,Somewhat-Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.938793'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Trump Set To Hand Musk 'Golden Path For Tesla' After Reversing Course On Autonomous Vehicle Ban - Tesla  ( NASDAQ:TSLA ) ,2024-11-18 19:04:26,0.810787,0.617771,Bullish,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
Why Tesla Stock Popped 7% on Monday Morning,2024-11-18 17:59:00,0.735697,0.156949,Somewhat-Bullish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
"Trump Appears 'Frustrated' As Elon Musk Chimes In On Treasury Secretary, Adds More Names To List Of Potential Picks - SPDR S&P 500  ( ARCA:SPY ) ",2024-11-18 17:45:19,0.102449,0.081227,Neutral,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"
"Tesla Faces New Challenges As Automakers Push Ionna Joint Venture, NEVI Funds Get Cut - Tesla  ( NASDAQ:TSLA ) ",2024-11-18 16:00:34,0.3007,0.224214,Somewhat-Bullish,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]"
